Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Oxalate (mg),Phytate (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Folate (µg),Vitamin A (µg),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iodine (µg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Insoluble Fiber (g),Soluble Fiber (g),Starch (g),Sugars (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),ALA (g),DHA (g),EPA (g),Omega-6 (g),AA (g),LA (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
2025-10-26,9:06 AM,Smoothie,Organic Whey Company- GH,0.50 Serving,49.5,,,,,,,,,,,0.25,,,,,,,79.5,,,,,,45.0,,,15.0,,1.05,0.7,,,,0.5,0.5,20.0,,,0.4,,,,,,,,,0.06,0.15,0.5,1.0,0.77,0.21,0.27,9.8,0.71,0.16,0.27,0.47,
2025-10-26,9:07 AM,Smoothie,"CocoaVia, Cardio Health Powder",1.00 scoop,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,Supplements
2025-10-26,,Breakfast,"Milk, Whole",0.50 cup,73.2,0.0,0.0,0.24,0.0,107.48,0.07,0.17,0.13,0.44,0.07,0.66,0.0,38.53,0.0,46.85,0.06,0.37,150.06,0.0,41.85,0.0,14.64,0.0,123.22,183.0,2.32,46.36,0.51,5.65,0.0,0.0,0.0,0.0,5.65,3.9,14.64,0.84,0.13,2.27,0.14,0.02,0.01,0.0,0.0,0.11,0.0,0.1,0.02,0.12,0.21,0.41,0.36,0.11,0.2,3.99,0.19,0.05,0.2,0.25,Dairy and Egg Products
2025-10-26,,Breakfast,"White Bread, Homemade or Bakery",25.00 g,66.5,0.0,0.0,5.43,15.74,9.11,0.13,0.06,1.2,0.13,0.02,0.0,42.75,0.0,0.0,0.0,0.06,0.05,36.0,0.03,,0.9,5.75,0.13,24.5,31.5,5.5,122.5,0.19,12.36,0.68,0.23,0.45,9.29,1.42,0.83,0.0,0.15,0.4,0.17,0.01,0.04,0.04,0.0,0.0,0.35,0.0,0.35,0.04,0.05,0.08,0.15,0.07,0.04,0.11,2.21,0.07,0.03,0.07,0.09,Baked Products
2025-10-26,9:06 AM,Smoothie,"MyProtein, L Leucine, Unflavored",0.50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,Supplements
2025-10-26,12:37 PM,Lunch,Truvani- Plant Protein Unflavored- GH,0.50 Serving,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,145.0,,0.0,0.5,,,,,1.0,,,,0.0,0.0,,,,,,,,,,,0.6,,,,10.0,,,,,
2025-10-26,12:37 PM,Lunch,"Chicken Thigh, Skin Removed",0.00 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Poultry Products
2025-10-26,12:37 PM,Lunch,"Rice, White, Long-Grain, Regular, Enriched, Cooked",22.00 g,28.6,0.0,0.0,0.53,9.86,15.06,0.04,0.0,0.32,0.09,0.02,0.0,9.42,0.0,0.0,0.0,0.01,0.0,2.2,0.02,,0.26,2.64,0.1,9.46,7.7,1.65,0.22,0.11,6.2,0.07,0.07,0.0,5.06,0.01,0.06,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.03,0.05,0.02,0.01,0.03,0.59,0.02,0.01,0.02,0.04,Cereal Grains and Pasta
2025-10-26,12:37 PM,Lunch,"Egg, Raw",57.00 g,88.35,0.0,0.0,0.0,0.0,42.53,0.04,0.29,0.04,0.8,0.07,0.63,25.08,85.12,0.0,49.59,0.59,0.17,28.5,0.01,28.04,0.68,5.7,0.01,98.04,71.82,17.56,70.68,0.6,0.64,0.0,0.0,0.0,0.0,0.64,6.05,212.61,2.32,0.81,1.86,0.0,0.04,0.01,0.02,0.0,0.75,0.08,0.66,0.17,0.17,0.39,0.61,0.52,0.22,0.38,7.17,0.34,0.09,0.29,0.44,Dairy and Egg Products
2025-10-26,12:37 PM,Lunch,"Tofu, Silken, Not Cooked",160.00 g,99.2,0.0,0.0,8.48,198.4,139.84,0.16,0.07,0.4,0.09,0.02,0.0,73.6,0.0,0.0,0.0,0.3,3.2,51.2,0.32,,1.65,43.2,0.66,144.0,310.4,15.0,57.6,0.98,3.84,0.16,0.08,0.08,1.65,2.03,4.32,0.0,0.86,2.38,0.65,0.0,0.28,0.28,0.0,0.0,2.07,0.0,2.07,0.16,0.27,0.56,0.94,0.73,0.17,0.63,11.04,0.46,0.14,0.48,0.62,Legumes and Legume Products
2025-10-26,12:38 PM,Lunch,"Mushrooms, Cooked from Fresh",50.00 g,14.0,0.0,0.0,0.25,40.0,45.54,0.04,0.15,2.23,1.08,0.05,0.0,9.0,0.0,2.0,4.0,0.01,0.0,3.0,0.25,,0.87,6.0,0.06,43.5,178.0,5.95,1.0,0.43,2.65,1.1,1.06,0.04,0.62,1.17,0.24,0.0,0.0,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.02,0.03,0.04,0.04,0.01,0.03,1.09,0.04,0.01,0.02,0.08,Vegetables and Vegetable Products
2025-10-26,,Breakfast,"Almonds, Raw",21.00 g,122.64,0.0,0.0,98.49,198.03,0.89,0.03,0.24,0.79,0.1,0.02,0.0,9.24,0.02,0.0,0.0,5.38,0.0,53.34,0.19,,0.79,54.18,0.45,105.63,153.93,0.86,0.0,0.6,4.21,2.26,2.03,0.23,0.15,0.91,10.73,0.0,6.58,2.35,0.79,0.0,0.0,0.0,0.0,0.0,2.35,0.0,2.35,0.05,0.12,0.16,0.31,0.13,0.03,0.25,4.5,0.13,0.04,0.13,0.19,Nut and Seed Products
2025-10-26,12:38 PM,Lunch,"Broccoli, Cooked From Fresh",50.00 g,17.5,0.0,0.0,2.2,8.82,44.63,0.03,0.06,0.28,0.31,0.1,0.0,54.0,38.71,32.45,0.0,1.01,70.5,20.0,0.03,0.25,0.34,10.5,0.1,33.5,146.5,0.8,20.5,0.23,3.59,1.65,1.48,0.18,0.0,0.7,0.2,0.0,0.02,0.09,0.04,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.07,0.08,0.02,0.06,1.19,0.05,0.02,0.03,0.07,Vegetables and Vegetable Products
2025-10-27,1:25 PM,Lunch,"Soy Milk, Plain or Original, Unsweetened, Not Fortified, Ready-to-Drink",10.00 g,3.75,0.0,0.0,0.66,6.7,9.23,0.0,0.0,0.01,0.0,0.0,0.0,0.86,0.0,0.01,0.0,0.02,0.4,0.41,0.01,,0.06,0.7,0.01,3.84,16.8,0.12,1.43,0.02,0.17,0.04,0.02,0.02,0.11,0.02,0.21,0.0,0.05,0.12,0.03,0.0,0.01,0.01,0.0,0.0,0.1,0.0,0.1,0.0,0.01,0.02,0.03,0.02,0.0,0.02,0.37,0.01,0.0,0.01,0.02,Beverages
2025-10-27,1:25 PM,Lunch,"Celeriac, Celery Root, Cooked from Fresh",150.00 g,40.5,0.0,0.0,10.05,0.0,138.45,0.04,0.06,0.64,0.3,0.15,0.0,4.5,0.0,5.4,0.0,0.54,61.5,39.0,0.06,,0.65,18.0,0.14,99.0,259.5,0.6,91.5,0.3,8.85,1.8,1.64,0.17,1.34,5.37,0.29,0.0,0.06,0.14,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.08,0.06,0.02,0.05,1.44,0.05,0.02,0.02,0.06,Vegetables and Vegetable Products
2025-10-27,1:24 PM,Lunch,"Cabbage, Red, Cooked",100.00 g,29.0,0.0,0.0,2.5,2.0,90.84,0.07,0.06,0.38,0.15,0.23,0.0,24.0,1.67,34.4,0.0,0.12,47.6,42.0,0.05,,0.66,17.0,0.22,33.0,262.0,2.3,28.0,0.25,6.94,2.6,1.45,1.15,0.0,3.32,0.09,0.0,0.01,0.04,0.01,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.05,0.05,0.01,0.04,1.51,0.04,0.01,0.02,0.05,Vegetables and Vegetable Products
2025-10-27,1:22 PM,Lunch,"Broccoli, Cooked From Fresh",100.00 g,35.0,0.0,0.0,4.4,17.63,89.25,0.06,0.12,0.55,0.62,0.2,0.0,108.0,77.42,64.9,0.0,2.02,141.0,40.0,0.06,0.5,0.67,21.0,0.19,67.0,293.0,1.6,41.0,0.45,7.18,3.3,2.95,0.35,0.0,1.39,0.41,0.0,0.04,0.17,0.08,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.15,0.16,0.04,0.12,2.38,0.1,0.03,0.06,0.14,Vegetables and Vegetable Products
2025-10-27,1:22 PM,Lunch,"Eden Organic, Pinto Beans",1.50 x 0.5 Cup (125 mL),165.0,,,,,,,,,,,,,0.0,,,,,90.0,,,4.05,,,,,,22.5,,27.0,9.0,,,,1.5,1.5,0.0,,,,0.0,,,,,,,,,,,,,,,9.0,,,,,Legumes and Legume Products
2025-10-27,1:22 PM,Lunch,"Mushrooms, Cooked from Fresh",50.00 g,14.0,0.0,0.0,0.25,40.0,45.54,0.04,0.15,2.23,1.08,0.05,0.0,9.0,0.0,2.0,4.0,0.01,0.0,3.0,0.25,,0.87,6.0,0.06,43.5,178.0,5.95,1.0,0.43,2.65,1.1,1.06,0.04,0.62,1.17,0.24,0.0,0.0,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.02,0.03,0.04,0.04,0.01,0.03,1.09,0.04,0.01,0.02,0.08,Vegetables and Vegetable Products
2025-10-27,1:28 PM,Lunch,"Kale, Raw",60.00 g,21.0,0.0,0.0,12.42,11.93,53.78,0.07,0.21,0.71,0.22,0.09,0.0,37.2,144.33,56.04,0.0,0.4,233.76,152.4,0.03,,0.96,19.8,0.55,33.0,208.8,0.54,31.8,0.23,2.65,2.46,2.16,0.29,0.0,0.59,0.89,0.0,0.06,0.4,0.11,0.0,0.23,0.23,0.0,0.0,0.17,0.0,0.17,0.02,0.1,0.1,0.12,0.1,0.02,0.09,1.75,0.08,0.02,0.06,0.1,Vegetables and Vegetable Products
2025-10-27,1:22 PM,Lunch,"Green Beans, Cooked from Fresh",100.00 g,35.0,0.0,0.0,13.5,39.0,89.22,0.07,0.1,0.61,0.07,0.06,0.0,33.0,31.67,9.7,0.0,0.46,47.9,44.0,0.06,0.6,0.65,18.0,0.29,29.0,146.0,0.2,1.0,0.25,7.88,3.2,2.56,0.64,1.16,3.63,0.28,0.0,0.01,0.15,0.06,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.07,0.12,0.09,0.02,0.07,1.89,0.08,0.02,0.04,0.09,Vegetables and Vegetable Products
2025-10-27,1:28 PM,Lunch,Vinaigrette homemade customGH,1.00 full recipe,20.4,0.0,0.0,0.76,0.09,0.36,0.0,0.0,0.01,0.0,0.0,0.0,0.11,0.22,0.03,0.0,0.33,1.38,0.34,0.0,,0.03,0.23,0.01,0.57,1.01,0.13,12.01,0.0,0.03,0.02,0.01,0.0,0.01,0.01,2.28,0.0,1.66,0.24,0.31,0.0,0.02,0.02,0.0,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,
2025-10-27,5:49 PM,Dinner,"Tomato Raw, Includes Cherry, Grape, Roma",10.00 g,1.8,0.0,0.0,0.56,0.38,9.45,0.0,0.0,0.06,0.01,0.01,0.0,1.5,4.16,1.37,0.0,0.05,0.79,1.0,0.01,0.03,0.03,1.1,0.01,2.4,23.7,0.0,0.5,0.02,0.39,0.12,0.11,0.01,0.0,0.26,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,Vegetables and Vegetable Products
2025-10-27,5:45 PM,Dinner,"Macadamia Nuts, Raw",8.00 g,53.52,0.0,0.0,3.36,21.04,0.15,0.1,0.01,0.2,0.06,0.02,0.0,0.88,0.0,0.1,0.0,0.04,0.0,4.24,0.04,,0.15,8.56,0.9,16.64,29.84,2.61,0.0,0.1,1.93,0.6,0.6,0.0,0.08,0.37,5.19,0.0,4.04,0.1,0.83,0.0,0.01,0.01,0.0,0.0,0.09,0.0,0.09,0.0,0.02,0.02,0.05,0.0,0.0,0.05,0.62,0.03,0.01,0.04,0.03,Nut and Seed Products
2025-10-27,5:45 PM,Dinner,Extra Virgin Olive Oil,1.00 tsp,39.78,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,2.71,0.04,0.0,,0.03,0.0,0.0,0.0,0.04,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,3.28,0.47,0.62,0.01,0.03,0.03,0.0,0.0,0.44,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fats and Oils
2025-10-27,5:47 PM,Dinner,"Seaweed, Wakame, Raw",50.00 g,22.5,,,,,39.99,0.03,0.11,0.8,0.35,0.0,,98.0,9.0,1.5,,0.5,2.65,75.0,0.14,,1.09,53.5,0.7,40.0,25.0,0.35,436.0,0.19,4.57,0.25,,,4.0,0.32,0.32,,0.03,0.11,0.07,,0.09,,,0.09,0.0,,,0.01,0.01,0.04,0.13,0.06,0.03,0.06,1.52,0.08,0.02,0.02,0.1,Vegetables and Vegetable Products
2025-10-27,5:47 PM,Dinner,"Bok Choy, Cooked",40.00 g,4.8,0.0,0.0,0.46,4.28,38.22,0.01,0.03,0.17,0.03,0.07,0.0,16.4,84.98,10.4,0.0,0.04,13.6,37.2,0.01,,0.42,4.4,0.06,11.6,148.4,0.16,13.6,0.07,0.71,0.4,0.37,0.03,0.0,0.33,0.06,0.0,0.0,0.03,0.01,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.04,0.04,0.04,0.0,0.02,0.62,0.02,0.01,0.01,0.03,Vegetables and Vegetable Products
2025-10-27,5:47 PM,Dinner,"Courgette, Cooked from Fresh",50.00 g,7.5,0.0,0.0,0.35,3.52,47.61,0.02,0.01,0.26,0.14,0.04,0.0,14.0,27.92,6.45,0.0,0.06,2.1,9.0,0.03,0.2,0.19,9.5,0.09,18.5,132.0,0.1,1.5,0.17,1.35,0.5,0.43,0.07,0.0,0.86,0.18,0.0,0.01,0.08,0.04,0.0,0.05,0.05,0.0,0.0,0.03,0.0,0.03,0.0,0.01,0.01,0.02,0.02,0.0,0.01,0.57,0.01,0.0,0.01,0.01,Vegetables and Vegetable Products
2025-10-27,5:47 PM,Dinner,"Fennel Bulb, Cooked from Fresh",100.00 g,49.0,0.0,0.0,5.3,40.94,83.61,0.01,0.05,0.91,0.37,0.07,0.0,28.0,68.42,12.3,0.0,0.92,99.1,74.0,0.1,,1.1,25.0,0.3,71.0,588.0,1.1,49.0,0.3,11.52,4.9,3.16,1.74,4.26,2.36,0.32,0.0,0.11,0.27,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.06,0.09,0.08,0.01,0.06,1.96,0.06,0.03,0.03,0.08,Vegetables and Vegetable Products
2025-10-27,5:48 PM,Dinner,Black Olives,10.00 g,11.6,0.0,0.0,4.59,0.3,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.09,0.0,0.17,0.14,8.8,0.03,0.26,0.63,0.4,0.0,0.3,0.8,0.09,73.5,0.02,0.6,0.16,0.16,0.0,0.0,0.0,1.09,0.0,0.77,0.06,0.23,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,Vegetables and Vegetable Products
2025-10-27,5:57 PM,Dinner,"Broccoli, Cooked From Fresh",150.00 g,52.5,0.0,0.0,6.6,26.44,133.88,0.09,0.18,0.83,0.92,0.3,0.0,162.0,116.13,97.35,0.0,3.03,211.5,60.0,0.09,0.75,1.01,31.5,0.29,100.5,439.5,2.4,61.5,0.68,10.77,4.95,4.43,0.52,0.0,2.09,0.61,0.0,0.06,0.26,0.12,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.05,0.09,0.14,0.22,0.23,0.06,0.17,3.57,0.14,0.05,0.09,0.21,Vegetables and Vegetable Products
2025-10-27,1:22 PM,Lunch,"Chickpeas, Canned, Drained and Rinsed",100.00 g,139.0,0.0,0.0,9.0,85.86,66.72,0.03,0.02,0.14,0.24,0.12,0.0,48.0,1.17,0.1,0.0,0.29,3.4,40.0,0.27,,1.04,28.4,0.75,86.0,137.0,3.1,202.0,0.72,22.53,6.4,5.99,0.42,13.79,4.01,2.77,0.0,0.49,0.97,0.21,0.0,0.04,0.04,0.0,0.0,0.74,0.0,0.74,0.1,0.2,0.3,0.51,0.48,0.09,0.38,7.05,0.26,0.07,0.18,0.3,Legumes and Legume Products
2025-10-27,5:43 PM,Dinner,"Nordic Naturals, Omega-3, Lemon Liquid",0.03 tsp (5 mL),1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.75,,,0.0,0.0,0.04,,0.01,0.02,,,,,,,,,,,,,,,,Supplements
2025-10-27,1:21 PM,Lunch,"Tofu, Silken, Cooked",84.00 g,69.27,0.0,0.0,5.92,138.53,69.92,0.11,0.05,0.28,0.06,0.01,0.0,51.39,0.0,0.0,0.0,0.21,2.23,35.75,0.23,,1.15,30.16,0.46,100.55,216.74,10.47,40.22,0.68,2.68,0.11,0.06,0.06,1.15,1.42,3.02,0.0,0.6,1.66,0.45,0.0,0.2,0.2,0.0,0.0,1.45,0.0,1.45,0.11,0.19,0.39,0.65,0.51,0.12,0.44,7.71,0.32,0.09,0.33,0.43,Legumes and Legume Products
2025-10-27,5:46 PM,Dinner,"Sea Bass, Japanese",154.00 g,190.96,0.0,0.0,0.22,0.0,111.1,0.2,0.23,2.93,1.34,0.71,0.46,9.24,98.56,0.0,445.06,1.66,0.15,20.02,0.04,,0.57,81.62,0.03,381.92,505.12,72.07,133.98,0.8,0.0,0.0,0.0,0.0,0.0,0.0,3.94,81.62,0.84,1.47,1.01,0.06,1.41,0.0,0.86,0.32,0.02,0.0,0.02,0.39,1.07,1.68,2.96,3.34,1.08,1.42,36.39,1.6,0.41,1.23,1.87,Finfish and Shellfish Products
2025-10-27,1:21 PM,Lunch,Walnuts,21.00 g,142.59,0.0,0.0,15.54,140.7,0.66,0.05,0.03,0.26,0.12,0.14,0.0,20.58,0.21,0.27,0.0,0.15,0.36,18.48,0.25,,0.47,29.82,0.63,76.65,89.04,1.03,0.0,0.58,2.29,1.09,0.78,0.32,0.01,0.55,14.65,0.0,2.02,10.36,1.27,0.0,1.99,1.99,0.0,0.0,8.37,0.0,8.37,0.04,0.07,0.11,0.21,0.08,0.04,0.13,3.06,0.09,0.03,0.09,0.13,Nut and Seed Products
2025-10-27,1:21 PM,Lunch,Butternut Squash,150.00 g,60.0,0.0,0.0,1.35,33.0,131.7,0.11,0.03,1.45,0.54,0.19,0.0,28.5,836.63,22.65,0.0,1.94,1.5,61.5,0.1,,0.9,43.5,0.26,40.5,426.0,0.75,6.0,0.2,15.74,4.8,4.04,1.01,3.99,2.95,0.14,0.0,0.01,0.06,0.03,0.0,0.04,0.04,0.0,0.0,0.02,0.0,0.02,0.01,0.03,0.05,0.08,0.05,0.02,0.05,1.35,0.04,0.02,0.05,0.06,Vegetables and Vegetable Products
2025-10-27,9:31 AM,Smoothie,"UCan, 100% Pure SpuerStarch, Unflavored",1.00 scoop,90.0,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,0.0,,,,0.0,,15.0,,22.0,0.0,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,0.0,,,,,Supplements
2025-10-27,9:31 AM,Smoothie,"CocoaVia, Cardio Health Powder",1.00 scoop,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,Supplements
2025-10-27,9:31 AM,Breakfast,"Nordic Naturals, Omega-3, Lemon Liquid",0.03 tsp (5 mL),1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,0.75,,,0.0,0.0,0.04,,0.01,0.02,,,,,,,,,,,,,,,,Supplements
2025-10-27,9:32 AM,Breakfast,Extra Virgin Olive Oil,1.20 tsp,47.74,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,3.25,0.05,0.0,,0.03,0.0,0.0,0.0,0.05,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,3.94,0.57,0.75,0.01,0.04,0.04,0.0,0.0,0.53,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fats and Oils
2025-10-27,9:32 AM,Breakfast,"Almonds, Raw",21.00 g,122.64,0.0,0.0,98.49,198.03,0.89,0.03,0.24,0.79,0.1,0.02,0.0,9.24,0.02,0.0,0.0,5.38,0.0,53.34,0.19,,0.79,54.18,0.45,105.63,153.93,0.86,0.0,0.6,4.21,2.26,2.03,0.23,0.15,0.91,10.73,0.0,6.58,2.35,0.79,0.0,0.0,0.0,0.0,0.0,2.35,0.0,2.35,0.05,0.12,0.16,0.31,0.13,0.03,0.25,4.5,0.13,0.04,0.13,0.19,Nut and Seed Products
2025-10-27,9:34 AM,Breakfast,"Rice, White, Long-Grain, Regular, Enriched, Cooked",20.00 g,26.0,0.0,0.0,0.48,8.96,13.69,0.03,0.0,0.3,0.08,0.02,0.0,8.56,0.0,0.0,0.0,0.01,0.0,2.0,0.01,,0.24,2.4,0.09,8.6,7.0,1.5,0.2,0.1,5.63,0.07,0.07,0.0,4.6,0.01,0.06,0.0,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.02,0.04,0.02,0.01,0.03,0.54,0.02,0.01,0.02,0.03,Cereal Grains and Pasta
2025-10-27,9:34 AM,Breakfast,"Egg, Raw",57.00 g,88.35,0.0,0.0,0.0,0.0,42.53,0.04,0.29,0.04,0.8,0.07,0.63,25.08,85.12,0.0,49.59,0.59,0.17,28.5,0.01,28.04,0.68,5.7,0.01,98.04,71.82,17.56,70.68,0.6,0.64,0.0,0.0,0.0,0.0,0.64,6.05,212.61,2.32,0.81,1.86,0.0,0.04,0.01,0.02,0.0,0.75,0.08,0.66,0.17,0.17,0.39,0.61,0.52,0.22,0.38,7.17,0.34,0.09,0.29,0.44,Dairy and Egg Products
2025-10-27,9:34 AM,Breakfast,Vegetarian Moussaka custom_GH,155.00 g,107.8,0.0,0.0,22.32,76.27,115.87,0.12,0.03,1.32,0.41,0.25,0.01,15.97,3.58,6.02,0.18,0.6,4.67,17.09,0.16,1.02,0.4,21.75,0.18,43.49,313.72,0.57,26.33,0.31,20.76,3.3,2.03,0.98,11.4,3.43,2.37,0.74,1.44,0.3,0.44,0.01,0.03,0.03,0.0,0.0,0.19,0.0,0.19,0.02,0.05,0.09,0.13,0.12,0.03,0.09,2.24,0.07,0.03,0.07,0.11,
2025-10-27,9:34 AM,Breakfast,Natto,40.00 g,84.4,0.0,0.0,22.4,54.0,22.01,0.06,0.08,0.0,0.09,0.05,0.0,3.2,0.0,5.2,0.0,0.0,9.24,86.8,0.27,,3.44,46.0,0.61,69.6,291.6,3.52,2.8,1.21,5.07,2.16,1.42,0.74,1.84,1.96,4.4,0.0,0.97,2.48,0.64,0.0,0.29,0.29,0.0,0.0,2.16,0.0,2.16,0.09,0.2,0.37,0.6,0.46,0.08,0.38,7.76,0.33,0.09,0.22,0.41,Legumes and Legume Products
2025-10-27,9:35 AM,Breakfast,"Courgette, Cooked from Fresh",100.00 g,15.0,0.0,0.0,0.7,7.05,95.22,0.04,0.02,0.51,0.29,0.08,0.0,28.0,55.83,12.9,0.0,0.12,4.2,18.0,0.05,0.4,0.37,19.0,0.17,37.0,264.0,0.2,3.0,0.33,2.69,1.0,0.86,0.14,0.0,1.71,0.36,0.0,0.03,0.15,0.07,0.0,0.09,0.09,0.0,0.0,0.06,0.0,0.06,0.01,0.01,0.02,0.04,0.04,0.01,0.02,1.14,0.02,0.01,0.02,0.03,Vegetables and Vegetable Products
2025-10-27,,Lunch,Organic Whey Company- GH,0.30 Serving,29.7,,,,,,,,,,,0.15,,,,,,,47.7,,,,,,27.0,,,9.0,,0.63,0.42,,,,0.3,0.3,12.0,,,0.24,,,,,,,,,0.04,0.09,0.3,0.6,0.46,0.13,0.16,5.88,0.43,0.09,0.16,0.28,
2025-10-27,9:35 AM,Breakfast,"Broccoli, Cooked From Fresh",100.00 g,35.0,0.0,0.0,4.4,17.63,89.25,0.06,0.12,0.55,0.62,0.2,0.0,108.0,77.42,64.9,0.0,2.02,141.0,40.0,0.06,0.5,0.67,21.0,0.19,67.0,293.0,1.6,41.0,0.45,7.18,3.3,2.95,0.35,0.0,1.39,0.41,0.0,0.04,0.17,0.08,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.15,0.16,0.04,0.12,2.38,0.1,0.03,0.06,0.14,Vegetables and Vegetable Products
2025-10-27,10:36 AM,Breakfast,"Aubergine, Cooked",100.00 g,35.0,0.0,0.0,12.8,69.2,89.67,0.08,0.02,0.6,0.08,0.09,0.0,14.0,1.83,1.3,0.0,0.41,2.9,6.0,0.06,0.2,0.25,11.0,0.11,15.0,123.0,0.1,1.0,0.12,8.73,2.5,1.88,0.42,0.67,3.2,0.23,0.0,0.02,0.09,0.04,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.05,0.04,0.01,0.04,0.83,0.03,0.01,0.02,0.04,Vegetables and Vegetable Products
2025-10-27,9:36 AM,Breakfast,"Cabbage, Raw",66.00 g,18.48,0.0,0.0,2.84,5.68,60.63,0.04,0.03,0.15,0.14,0.09,0.0,28.38,3.22,26.6,0.0,0.1,39.2,27.72,0.0,0.26,0.05,9.24,0.16,17.82,136.62,0.2,10.56,0.14,4.21,1.48,1.18,0.3,0.0,2.11,0.15,0.0,0.03,0.03,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.03,0.03,0.01,0.02,0.63,0.02,0.01,0.01,0.03,Vegetables and Vegetable Products
